1,0.185
2,0.661
3,0.087
4,0.521
5,0.544
6,0.093
7,0.786
8,0.122
9,0.936
10,0.126
11,0.725
12,0.983
13,0.424
14,0.518
15,0.153
16,0.14
17,0.089
18,0.639
19,2.108
20,0.916
21,1.066
22,0.328
23,2.108
24,0.129
25,0.374
26,0.047
27,0.478
28,0.51
29,0.097
30,0.797
31,0.041
32,0.167
33,0.07
34,0.732
35,0.905
36,0.356
37,0.511
38,0.127
39,0.123
40,0.088
41,0.607
42,3.645
43,0.65
44,0.906
45,0.315
46,1.647
47,0.126
48,0.619
49,0.047
50,0.463
51,0.506
52,0.095
53,0.859
54,0.04
55,0.938
56,0.079
57,0.719
58,0.909
59,0.339
60,0.514
61,0.128
62,0.147
63,0.084
64,0.613
65,2.093
66,0.716
67,0.913
68,0.325
69,1.648
70,0.126
71,0.663
72,0.048
73,0.491
74,0.537
75,0.094
76,0.785
77,0.04
78,0.162
79,0.095
80,0.738
81,0.914
82,0.36
83,0.513
84,0.151
85,0.149
86,0.092
87,0.63
88,2.104
89,0.672
90,0.853
91,0.314
92,1.75
93,0.152
94,0.402
95,0.049
96,0.459
