1,0.742
2,0.328
3,0.233
4,0.647
5,0.049
6,0.166
7,0.887
8,0.539
9,0.121
10,0.241
11,0.515
12,0.093
13,0.631
14,0.935
15,0.77
16,0.09
17,0.004
18,0.52
19,0.003
20,0.183
21,0.715
22,0.068
23,1.022
24,0.316
25,0.005
26,0.62
27,0.852
28,1.086
29,0.678
30,0.956
31,0.717
32,0.122
33,0.005
34,0.004
35,0.168
36,0.525
37,0.382
38,0.767
39,0.939
40,0.623
41,1.99
42,0.005
43,0.845
44,1.931
45,0.972
46,0.507
47,0.485
48,0.004
49,0.003
50,0.061
51,0.004
52,0.948
53,0.616
54,0.126
55,0.126
56,0.05
57,0.317
58,0.185
59,1.911
60,0.772
61,0.935
62,0.51
63,0.09
64,0.659
65,0.683
66,0.723
67,0.954
68,0.004
69,0.608
70,0.173
71,0.536
72,0.679
73,0.09
74,0.722
75,0.092
76,0.512
77,0.003
78,0.002
79,0.046
80,0.543
81,0.161
82,0.061
83,0.59
84,0.632
85,0.846
86,0.119
87,0.141
88,0.623
89,0.702
90,0.917
91,0.764
92,0.948
93,0.182
94,0.686
95,0.165
96,0.004
