0.058,,0.048848238,8.3754747704644E-005,
0.056,,0.048848238,5.1147699704644E-005,
0.002,,0.048848238,0.0021947574,
0.059,,0.048848238,0.0001030583,
0.002,,0.048848238,0.0021947574,
0.002,,0.048848238,0.0021947574,
0.001,,0.048848238,0.0022894539,
0.001,,0.048848238,0.0022894539,
0.001,,0.048848238,0.0022894539,
0.002,,0.048848238,0.0021947574,
0.002,,0.048848238,0.0021947574,
0.002,,0.048848238,0.0021947574,
0.002,,0.048848238,0.0021947574,
0.002,,0.048848238,0.0021947574,
0.002,,0.048848238,0.0021947574,
0.055,,0.048848238,3.7844175704644E-005,
0.053,,0.048848238,1.7237127704644E-005,
0.002,,0.048848238,0.0021947574,
0.076,,0.048848238,0.0007372182,
0.002,,0.048848238,0.0021947574,
0.037,,0.048848238,0.0001403807,
0.04,,0.048848238,7.8291315704644E-005,
0.077,,0.048848238,0.0007925217,
0.002,,0.048848238,0.0021947574,
0.038,,0.048848238,0.0001176843,
0.002,,0.048848238,0.0021947574,
0.04,,0.048848238,7.8291315704644E-005,
0.077,,0.048848238,0.0007925217,
0.039,,0.048848238,9.6987791704644E-005,
0.036,,0.048848238,0.0001650772,
0.053,,0.048848238,1.7237127704644E-005,
0.043,,0.048848238,3.4201887704644E-005,
0.054,,0.048848238,2.6540651704644E-005,
0.054,,0.048848238,2.6540651704644E-005,0.0015047806
0.002,,,,
0.086,,,,
0.054,,,,
0.047,,,,
0.037,,,,
0.055,,,,
0.083,,,,
0.053,,,,
0.002,,,,
0.041,,,,
0.038,,,,
0.073,,,,
0.002,,,,
0.072,,,,
0.002,,,,
0.039,,,,
0.075,,,,
0.106,,,,
0.054,,,,
0.096,,,,
0.037,,,,
0.073,,,,
0.04,,,,
0.074,,,,
0.073,,,,
0.089,,,,
0.002,,,,
0.095,,,,
0.044,,,,
0.054,,,,
0.002,,,,
0.094,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.079,,,,
0.05,,,,
0.041,,,,
0.124,,,,
0.04,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.037,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.062,,,,
0.002,,,,
0.002,,,,
0.003,,,,
0.041,,,,
0.002,,,,
0.054,,,,
0.002,,,,
0.06,,,,
0.002,,,,
0.044,,,,
0.042,,,,
0.053,,,,
0.002,,,,
0.054,,,,
0.093,,,,
0.054,,,,
0.002,,,,
0.002,,,,
0.045,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.054,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.055,,,,
0.002,,,,
0.054,,,,
0.002,,,,
0.037,,,,
0.001,,,,
0.002,,,,
0.043,,,,
0.001,,,,
0.002,,,,
0.054,,,,
0.001,,,,
0.002,,,,
0.055,,,,
0.055,,,,
0.001,,,,
0.055,,,,
0.002,,,,
0.002,,,,
0.054,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.114,,,,
0.003,,,,
0.09,,,,
0.093,,,,
0.053,,,,
0.002,,,,
0.089,,,,
0.002,,,,
0.094,,,,
0.043,,,,
0.053,,,,
0.002,,,,
0.162,,,,
0.058,,,,
0.039,,,,
0.055,,,,
0.052,,,,
0.003,,,,
0.166,,,,
0.002,,,,
0.039,,,,
0.054,,,,
0.106,,,,
0.002,,,,
0.132,,,,
0.002,,,,
0.039,,,,
0.055,,,,
0.052,,,,
0.002,,,,
0.108,,,,
0.055,,,,
0.039,,,,
0.049,,,,
0.037,,,,
0.037,,,,
0.093,,,,
0.057,,,,
0.001,,,,
0.054,,,,
0.107,,,,
0.001,,,,
0.002,,,,
0.141,,,,
0.001,,,,
0.053,,,,
0.054,,,,
0.055,,,,
0.002,,,,
0.107,,,,
0.002,,,,
0.037,,,,
0.053,,,,
0.049,,,,
0.002,,,,
0.108,,,,
0.002,,,,
0.081,,,,
0.001,,,,
0.144,,,,
0.002,,,,
0.075,,,,
0.002,,,,
0.071,,,,
0.036,,,,
0.037,,,,
0.038,,,,
0.071,,,,
0.038,,,,
0.071,,,,
0.037,,,,
0.071,,,,
0.041,,,,
0.077,,,,
0.053,,,,
0.105,,,,
0.055,,,,
0.075,,,,
0.072,,,,
0.092,,,,
0.073,,,,
0.08,,,,
0.104,,,,
0.002,,,,
0.11,,,,
0.097,,,,
0.054,,,,
0.072,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.003,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.003,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.036,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.054,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.097,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.043,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.058,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.106,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.054,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.038,,,,
0.054,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.059,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.04,,,,
0.038,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.037,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.043,,,,
0.001,,,,
0.046,,,,
0.001,,,,
0.042,,,,
0.002,,,,
0.002,,,,
0.054,,,,
0.002,,,,
0.002,,,,
0.042,,,,
0.069,,,,
0.002,,,,
0.039,,,,
0.001,,,,
0.039,,,,
0.002,,,,
0.039,,,,
0.002,,,,
0.058,,,,
0.002,,,,
0.002,,,,
0.058,,,,
0.002,,,,
0.002,,,,
0.055,,,,
0.002,,,,
0.059,,,,
0.041,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.06,,,,
0.002,,,,
0.002,,,,
0.055,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.039,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.003,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.003,,,,
0.001,,,,
0.002,,,,
0.037,,,,
0.001,,,,
0.053,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.055,,,,
0.002,,,,
0.036,,,,
0.001,,,,
0.04,,,,
0.055,,,,
0.083,,,,
0.002,,,,
0.001,,,,
0.002,,,,
0.07,,,,
0.001,,,,
0.037,,,,
0.038,,,,
0.051,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.001,,,,
0.053,,,,
0.037,,,,
0.001,,,,
0.002,,,,
0.054,,,,
0.056,,,,
0.089,,,,
0.052,,,,
0.002,,,,
0.002,,,,
0.002,,,,
0.037,,,,
0.038,,,,
0.001,,,,
0.002,,,,
0.002,,,,
0.053,,,,
0.055,,,,
0.159,,,,
0.002,,,,
0.038,,,,
0.002,,,,
0.002,,,,
0.037,,,,
0.002,,,,
0.036,,,,
0.039,,,,
0.002,,,,
0.06,,,,
0.002,,,,
0.054,,,,
0.035,,,,
0.039,,,,
0.05,,,,
0.002,,,,
0.055,,,,
0.057,,,,
0.002,,,,
0.002,,,,
0.003,,,,
0.163,,,,
0.002,,,,
0.002,,,,
0.039,,,,
0.053,,,,
0.039,,,,
0.09,,,,
0.049,,,,
0.1,,,,
0.093,,,,
0.169,,,,
0.088,,,,
0.158,,,,
0.142,,,,
0.103,,,,
0.171,,,,
0.102,,,,
0.138,,,,
0.138,,,,
0.174,,,,
0.14,,,,
0.21,,,,
0.206,,,,
0.159,,,,
0.207,,,,
0.23,,,,
0.159,,,,
0.198,,,,
0.251,,,,
0.129,,,,
0.222,,,,
0.151,,,,
0.198,,,,
0.272,,,,
0.149,,,,
0.201,,,,
0.214,,,,
0.168,,,,
0.172,,,,
0.15,,,,
0.207,,,,
0.1,,,,
0.152,,,,
0.146,,,,
0.182,,,,
0.11,,,,
0.167,,,,
0.324,,,,
0.109,,,,
0.193,,,,
0.269,,,,
0.399,,,,
0.347,,,,
0.303,,,,
0.209,,,,
0.337,,,,
0.298,,,,
0.194,,,,
0.276,,,,
0.201,,,,
0.348,,,,
0.34,,,,
0.295,,,,
0.335,,,,
0.273,,,,
0.297,,,,
0.316,,,,
0.327,,,,
0.376,,,,
0.353,,,,
0.225,,,,
0.273,,,,
0.18,,,,
0.189,,,,
0.166,,,,
0.215,,,,
0.149,,,,
0.237,,,,
0.195,,,,
0.273,,,,
0.249,,,,
0.212,,,,
0.334,,,,
0.233,,,,
0.295,,,,
0.302,,,,
0.3,,,,
0.357,,,,
0.242,,,,
0.315,,,,
0.222,,,,
0.354,,,,
0.2,,,,
0.162,,,,
0.272,,,,
0.198,,,,
0.258,,,,
0.247,,,,
0.188,,,,
0.298,,,,
0.204,,,,
0.19,,,,
0.312,,,,
0.231,,,,
0.169,,,,
0.226,,,,
