-0.435412,0.020444,0.0172614072
-0.434999,0.0203239,
-0.434487,0.0202991,
-0.434184,0.0202413,
-0.434557,0.0199469,
-0.435042,0.0196669,
-0.435934,0.0192689,
-0.436809,0.0189338,
-0.438136,0.0184558,
-0.440101,0.0177621,
-0.441598,0.0173509,
-0.444543,0.0163981,
-0.447478,0.0155438,
-0.45052,0.0146897,
-0.453777,0.013795,
-0.456602,0.0130585,
-0.458636,0.0125573,
-0.462439,0.0115778,
-0.466521,0.0104757,
-0.47066,0.00927957,
-0.474177,0.00833198,
-0.477519,0.00739925,
-0.479947,0.00674677,
-0.481662,0.00626258,
-0.482526,0.00602829,
-0.483717,0.0057385,
-0.484779,0.0054637,
-0.485852,0.00523144,
-0.48671,0.00505638,
-0.488248,0.00461734,
-0.488673,0.00461191,
-0.489608,0.00438703,
-0.49039,0.00417207,
-0.491232,0.0039599,
-0.492084,0.00377576,
-0.492477,0.00358248,
-0.491692,0.00387629,
-0.491779,0.00383072,
-0.491002,0.00415946,
-0.490745,0.0042673,
-0.491009,0.00425943,
-0.491368,0.00415345,
-0.491637,0.0040723,
-0.492484,0.0037892,
-0.492839,0.00367698,
-0.493734,0.00336453,
-0.494519,0.00313546,
-0.494804,0.00307425,
-0.495591,0.00285168,
-0.495691,0.0028969,
-0.49646,0.00269628,
-0.496567,0.00268354,
-0.496689,0.00265174,
-0.496515,0.00268702,
-0.496252,0.0028506,
-0.49594,0.00295958,
-0.49587,0.00303043,
-0.495546,0.00320576,
-0.495856,0.00308777,
-0.496191,0.00295394,
-0.496114,0.00300564,
-0.495964,0.00306315,
-0.495501,0.00324524,
-0.495427,0.00329704,
-0.492591,0.00429113,
-0.490008,0.0051852,
-0.487677,0.00607437,
-0.486456,0.00638739,
-0.484547,0.00709304,
-0.483341,0.00751257,
-0.482237,0.00783581,
-0.480782,0.00830314,
-0.479243,0.00878349,
-0.478186,0.0091645,
-0.477615,0.00935848,
-0.476701,0.00964281,
-0.475787,0.00999131,
-0.474859,0.0102966,
-0.474103,0.010536,
-0.473487,0.010694,
-0.47313,0.0107552,
-0.472537,0.0108916,
-0.471952,0.0109993,
-0.470384,0.0114742,
-0.469745,0.011688,
-0.468399,0.0120301,
-0.467239,0.0124062,
-0.466406,0.0126484,
-0.464568,0.0132723,
-0.463838,0.0134584,
-0.462703,0.0138263,
-0.462051,0.0139047,
-0.460677,0.0143404,
-0.459667,0.0145284,
-0.458541,0.0148976,
-0.457339,0.0152127,
-0.456537,0.0153659,
-0.455451,0.0156485,
-0.453828,0.0161689,
-0.453084,0.0162332,
-0.451806,0.0165443,
-0.450735,0.0168543,
-0.449327,0.0172407,
-0.448451,0.0174807,
-0.447624,0.0176046,
-0.446637,0.0177938,
-0.44507,0.0181643,
-0.444583,0.0180738,
-0.444539,0.0180735,
-0.4469,0.0174579,
-0.448318,0.0171263,
-0.451052,0.0161164,
-0.447921,0.0170673,
-0.446489,0.0171021,
-0.445339,0.0169565,
-0.443688,0.0169985,
-0.441841,0.0170784,
-0.439923,0.0171464,
-0.437877,0.0172325,
-0.435623,0.0173416,
-0.433472,0.0173661,
-0.431169,0.0174362,
-0.428447,0.0176791,
-0.426102,0.0177398,
-0.423976,0.0176765,
-0.421806,0.0176448,
-0.419597,0.0176274,
-0.41828,0.0174111,
-0.417574,0.0172885,
-0.417318,0.0170704,
-0.416517,0.0170245,
-0.41574,0.0169176,
-0.414768,0.0167562,
-0.413502,0.0165488,
-0.41182,0.0164356,
-0.410099,0.0162973,
-0.407532,0.0164482,
-0.404515,0.016719,
-0.401755,0.0167957,
-0.399772,0.0164264,
-0.397275,0.0161146,
-0.394513,0.0157611,
-0.391635,0.0153424,
-0.388503,0.0149529,
-0.385355,0.0145908,
-0.379553,0.0150579,
-0.372663,0.0157393,
-0.363213,0.0172156,
-0.353277,0.0188793,
-0.343361,0.0205843,
-0.336065,0.0212443,
-0.320404,0.0249604,
-0.299966,0.0309855,
-0.278501,0.037947,
-0.258495,0.044312,
-0.244153,0.0477471,
-0.226996,0.0524819,
-0.202193,0.0626579,
-0.178013,0.0732038,
-0.152464,0.0847441,
-0.131516,0.0934028,
-0.116265,0.0991455,
-0.101182,0.105476,
-0.083725,0.112889,
-0.0689323,0.114497,
-0.0630216,0.112939,
-0.0616567,0.111866,
-0.0732889,0.098056,
-0.0806421,0.0872205,
-0.0760152,0.0853281,
-0.0718615,0.0843365,
-0.0723931,0.080102,
-0.0710307,0.0772834,
-0.0750041,0.0702523,
-0.067279,0.071099,
-0.0643288,0.0686831,
-0.0645647,0.0653062,
-0.0642924,0.0622902,
-0.0647689,0.0593996,
-0.0595377,0.060416,
-0.0558106,0.0609636,
-0.0512782,0.0622803,
-0.0467335,0.0637944,
-0.042744,0.0653982,
-0.0384285,0.0676466,
-0.0382134,0.0668255,
-0.0383689,0.0656917,
-0.0381609,0.0649181,
-0.0383007,0.0638528,
-0.0392671,0.0621722,
-0.0397082,0.0610005,
-0.0402335,0.0598583,
-0.0414608,0.0582184,
-0.0420506,0.0574465,
-0.0422062,0.0569,
-0.0429435,0.0562619,
-0.0432093,0.0560362,
-0.0438175,0.0556966,
-0.0464071,0.0542419,
-0.050322,0.0523852,
-0.0540496,0.0505714,
-0.0541368,0.0508389,
-0.0531904,0.0503309,
-0.0451889,0.0536004,
-0.0403855,0.0543245,
-0.0373596,0.0519167,
-0.0367106,0.0476889,
-0.0364572,0.043442,
-0.0369498,0.038709,
-0.0356426,0.0339964,
-0.0329939,0.029136,
-0.0294907,0.0246847,
-0.0222676,0.0236907,
-0.0157815,0.0235132,
-0.00916265,0.0225806,
-0.000733024,0.0216553,
0.0105027,0.0219199,
0.0213261,0.0230694,
0.0328047,0.0247047,
0.0391124,0.0238209,
0.0470959,0.0239179,
0.0561304,0.0236055,
