0.003,,0.0947752161
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.002,,
0.296,,
0.237,,
0.235,,
0.002,,
0.003,,
0.298,,
0.003,,
0.311,,
0.002,,
0.334,,
0.339,,
0.297,,
0.002,,
0.33,,
0.313,,
0.291,,
0.003,,
0.579,,
0.002,,
0.002,,
0.561,,
0.003,,
0.239,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.277,,
0.003,,
0.002,,
0.002,,
0.002,,
0.314,,
0.002,,
0.294,,
0.002,,
0.274,,
0.004,,
0.253,,
0.331,,
0.347,,
0.003,,
0.676,,
0.003,,
0.254,,
0.297,,
0.001,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.313,,
0.003,,
0.239,,
0.001,,
0.002,,
0.002,,
0.001,,
0.002,,
0.001,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.001,,
0.001,,
0.002,,
0.002,,
0.002,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.003,,
0.002,,
0.002,,
0.001,,
0.001,,
0.001,,
0.001,,
0.001,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.001,,
0.002,,
0.002,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.001,,
0.002,,
0.002,,
0.002,,
0.001,,
0.002,,
0.001,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.345,,
0.001,,
0.001,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.001,,
0.002,,
0.001,,
0.002,,
0.001,,
0.294,,
0.001,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.003,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.309,,
0.001,,
0.001,,
0.001,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.001,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.001,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.349,,
0.002,,
0.327,,
0.002,,
0.287,,
0.002,,
0.333,,
0.002,,
0.002,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.001,,
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.277,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.002,,
0.261,,
0.324,,
0.003,,
0.002,,
0.002,,
0.002,,
0.003,,
0.002,,
0.293,,
0.002,,
0.002,,
0.351,,
0.355,,
0.003,,
0.329,,
0.002,,
0.356,,
0.335,,
0.003,,
0.002,,
0.62,,
0.335,,
0.644,,
0.004,,
0.688,,
0.004,,
1.049,,
0.324,,
0.569,,
0.988,,
1.05,,
0.704,,
0.286,,
1.246,,
0.984,,
2.052,,
1.356,,
0.371,,
1,,
0.989,,
0.724,,
1.013,,
1.679,,
