-2.40612,2.09882,-0.370729,3.00784,1.27154,-0.0490192
-2.40964,0.845935,0.347539,-3.09378,-1.07091,0.846704
-1.857,0.740767,0.660032,-1.23347,1.6039,-3.11987
-1.88504,2.2258,-0.666947,1.30629,-1.88133,-2.26071
1.3607,-0.741442,-0.660199,1.82905,1.60915,-3.11723
1.33123,-2.22425,0.667253,-1.75473,-1.89752,-2.26717
0.848254,-0.817797,-0.353507,-0.066781,-1.12978,0.916008
0.847735,-2.13408,0.38164,-0.0452119,1.34941,-0.134677
-2.40615,2.09873,-0.370776,3.00762,1.27139,-0.048893
-2.40967,0.845863,0.347637,-3.09336,-1.07113,0.846479
-1.85696,0.74071,0.660003,-1.2333,1.60397,-3.12002
-1.88498,2.22571,-0.666915,1.30604,-1.8811,-2.26096
1.36074,-0.741385,-0.66017,1.82922,1.60922,-3.11737
1.3313,-2.22416,0.667222,-1.75499,-1.89729,-2.26742
0.848201,-0.817738,-0.353599,-0.0663491,-1.12995,0.915763
0.847698,-2.13399,0.381679,-0.0454097,1.34923,-0.134563
-2.40616,2.09877,-0.370764,3.00762,1.27135,-0.0489365
-2.40968,0.845921,0.347628,-3.09334,-1.07111,0.846397
-1.85696,0.740757,0.659991,-1.23329,1.60398,-3.12006
-1.88497,2.22574,-0.666903,1.30601,-1.88104,-2.26105
1.36074,-0.741433,-0.660158,1.82922,1.60924,-3.11741
1.33131,-2.22419,0.667209,-1.75501,-1.89724,-2.26751
0.84819,-0.817791,-0.353592,-0.0663291,-1.12994,0.915691
0.847689,-2.13402,0.381666,-0.0454106,1.34918,-0.134607
-2.40658,2.09821,-0.370939,3.00606,1.26949,-0.0483129
-2.41012,0.845773,0.348275,-3.08989,-1.07277,0.844016
-1.85681,0.740623,0.659655,-1.23203,1.6048,-3.12168
-1.88445,2.22521,-0.666522,1.30382,-1.87862,-2.26392
1.36092,-0.741304,-0.659823,1.83045,1.61005,-3.11901
1.33186,-2.22364,0.666831,-1.75717,-1.89483,-2.27048
0.847623,-0.817701,-0.354203,-0.0628411,-1.13131,0.913235
0.847244,-2.13349,0.381774,-0.0467315,1.34712,-0.134118
-2.40706,2.09784,-0.37112,3.00474,1.26811,-0.0478117
-2.41061,0.845681,0.348826,-3.0871,-1.07415,0.842111
-1.85683,0.740552,0.6594,-1.231,1.60546,-3.12297
-1.88419,2.22485,-0.666231,1.30205,-1.87671,-2.26616
1.36092,-0.741237,-0.659568,1.83146,1.61072,-3.12029
1.33215,-2.22325,0.666542,-1.75891,-1.89293,-2.27278
0.847022,-0.817658,-0.354725,-0.0600075,-1.13244,0.911265
0.84674,-2.13313,0.381899,-0.0478603,1.34555,-0.133707
-2.40747,2.09718,-0.371191,3.00323,1.26581,-0.0471864
-2.41103,0.84561,0.349419,-3.08352,-1.07582,0.839524
-1.85659,0.74046,0.658988,-1.22972,1.60633,-3.12473
-1.88354,2.22426,-0.665763,1.2997,-1.87394,-2.26947
1.36119,-0.741152,-0.659158,1.8327,1.61161,-3.12202
1.33284,-2.22264,0.666077,-1.76121,-1.89018,-2.27619
0.846485,-0.817631,-0.355287,-0.0563922,-1.13384,0.908627
0.84632,-2.13251,0.381903,-0.0491075,1.34308,-0.133257
-2.41131,0.845412,0.34992,-3.08108,-1.07713,0.83793
-2.40774,2.09678,-0.371361,3.00211,1.2646,-0.0467367
-1.85649,0.740302,0.658781,-1.22883,1.60694,-3.1259
-1.88318,2.22386,-0.665523,1.29818,-1.87229,-2.27142
1.36132,-0.740997,-0.65895,1.83357,1.61221,-3.12318
1.33322,-2.22223,0.66584,-1.76272,-1.88854,-2.27819
0.846109,-0.817485,-0.355763,-0.0539151,-1.13492,0.906952
0.846023,-2.13212,0.382024,-0.0500709,1.34172,-0.132891
-2.41165,0.845371,0.350427,-3.07838,-1.07845,0.835986
-2.40808,2.09641,-0.371501,3.00085,1.26314,-0.0463215
-1.85637,0.740271,0.65851,-1.22784,1.6076,-3.12724
-1.88277,2.22351,-0.665213,1.29643,-1.87033,-2.27377
1.36146,-0.74097,-0.65868,1.83453,1.61288,-3.1245
1.33365,-2.22186,0.665531,-1.76443,-1.8866,-2.28061
0.845667,-0.817486,-0.356244,-0.0511711,-1.13602,0.904955
0.845666,-2.13177,0.382109,-0.051133,1.34009,-0.132573
-2.40843,2.09594,-0.371627,2.99963,1.2616,-0.0458126
-2.412,0.845228,0.350936,-3.07565,-1.07984,0.834136
-1.85626,0.740148,0.658236,-1.22685,1.60829,-3.12856
-1.88236,2.22306,-0.664897,1.29468,-1.86834,-2.27611
1.36159,-0.740852,-0.658406,1.8355,1.61356,-3.1258
1.33408,-2.22139,0.665218,-1.76615,-1.88462,-2.28303
0.845217,-0.817391,-0.356727,-0.0484052,-1.13718,0.903037
0.845298,-2.13132,0.382181,-0.0521581,1.33838,-0.132178
-2.40888,2.0954,-0.37175,2.99823,1.25977,-0.0452236
-2.41244,0.845116,0.351496,-3.07254,-1.08138,0.831989
-1.85617,0.740047,0.657902,-1.22571,1.60904,-3.13004
-1.88193,2.22256,-0.664514,1.29266,-1.86601,-2.27885
1.36171,-0.740756,-0.658073,1.8366,1.61433,-3.12727
1.33455,-2.22087,0.664837,-1.76814,-1.88231,-2.28584
0.844658,-0.817327,-0.357258,-0.0452488,-1.13846,0.900823
0.84483,-2.13081,0.382243,-0.0533335,1.33638,-0.131724
-2.4094,2.09502,-0.372033,2.99663,1.25838,-0.0446451
-2.41296,0.844936,0.35219,-3.06931,-1.08312,0.82989
-1.8562,0.739933,0.65764,-1.2245,1.60983,-3.13155
-1.88164,2.22215,-0.664209,1.29063,-1.86389,-2.28131
1.3617,-0.740647,-0.657811,1.83779,1.61511,-3.12876
1.33487,-2.22044,0.664535,-1.77014,-1.88019,-2.28838
0.844003,-0.817219,-0.357916,-0.0419645,-1.13989,0.898617
0.844268,-2.13043,0.382457,-0.0547322,1.33474,-0.131226
-2.4096,2.09456,-0.372049,2.9957,1.25684,-0.0442372
-2.41316,0.844886,0.352535,-3.0671,-1.08417,0.828294
-1.85599,0.73987,0.657363,-1.22371,1.61038,-3.13266
-1.88116,2.22175,-0.663891,1.28916,-1.86207,-2.28346
1.36194,-0.740588,-0.657535,1.83855,1.61567,-3.12985
1.33537,-2.22002,0.664219,-1.77158,-1.87839,-2.2906
0.843738,-0.817194,-0.358245,-0.0397288,-1.14079,0.896989
0.844061,-2.13,0.382431,-0.0554842,1.3331,-0.130942
-2.40996,2.09414,-0.372195,2.99434,1.25519,-0.0437862
-2.4135,0.844816,0.35309,-3.06416,-1.0857,0.826198
-1.85585,0.739821,0.657063,-1.22264,1.61114,-3.13417
-1.8807,2.22134,-0.663541,1.28724,-1.85987,-2.2861
1.3621,-0.740545,-0.657235,1.83959,1.61644,-3.13134
1.33587,-2.21959,0.663871,-1.77347,-1.8762,-2.29331
0.843286,-0.817173,-0.358774,-0.0367297,-1.14207,0.894825
0.843686,-2.1296,0.382517,-0.0566285,1.33126,-0.130601
-2.41034,2.09363,-0.372345,2.99306,1.25361,-0.0432326
-2.41387,0.844608,0.353637,-3.06133,-1.08724,0.824352
-1.85577,0.739656,0.656786,-1.22162,1.61188,-3.13555
