%time,field
1441698640149305242,-0.870063602924
1441698640165585758,-0.87958407402
1441698640183297036,-0.879277229309
1441698640202434346,-0.888697087765
1441698640224067952,-0.888657510281
1441698640237502077,-0.888761460781
1441698640249295549,-0.897901415825
1441698640266145488,-0.897831320763
1441698640286454862,-0.898126959801
1441698640310700860,-0.898432612419
1441698640326901822,-0.897988677025
1441698640337015390,-0.896928668022
1441698640355872572,-0.897244334221
1441698640370628980,-0.89675796032
1441698640385935346,-0.896271646023
1441698640399800576,-0.896912455559
1441698640417644885,-0.898033022881
1441698640429422426,-0.897498011589
1441698640440700032,-0.897488474846
1441698640457222030,-0.897244334221
1441698640478800131,-0.897470891476
1441698640494005026,-0.898025393486
1441698640506394511,-0.898012042046
1441698640522113446,-0.897570490837
1441698640537189210,-0.896411836147
1441698640546909844,-0.897382616997
1441698640561647281,-0.897916674614
1441698640574160321,-0.897716403008
1441698640586371920,-0.897636294365
1441698640603490305,-0.897732615471
1441698640614582064,-0.896980643272
1441698640633070641,-0.89699780941
1441698640647749878,-0.897688746452
1441698640669017454,-0.897436976433
1441698640684174535,-0.897471785545
1441698640705441553,-0.897342562675
1441698640721016778,-0.897457003593
1441698640744586692,-0.817309319973
1441698640759945295,-0.762650310993
1441698640772341631,-0.700245857239
1441698640789391839,-0.673379838467
1441698640803357571,-0.664726495743
1441698640818622944,-0.646689295769
1441698640838192206,-0.637176454067
1441698640860313816,-0.629155158997
1441698640873598180,-0.619528830051
1441698640886518950,-0.610945463181
1441698640908284872,-0.601245939732
1441698640922812404,-0.601922214031
1441698640937623316,-0.601647913456
1441698640952507359,-0.601309716702
1441698640970918359,-0.601466059685
1441698640989256123,-0.600737035275
1441698641004356963,-0.592450201511
1441698641018770199,-0.565424382687
1441698641039428660,-0.539118945599
1441698641052689472,-0.494450390339
1441698641067524713,-0.430880963802
1441698641087164571,-0.350015997887
1441698641102341176,-0.242629140615
1441698641117057936,-0.0541621521115
1441698641134897336,-0.00219117174856
1441698641148337308,-0.00217448244803
1441698641161109790,-0.00222168909386
1441698641172312562,-0.00207947334275
1441698641184301922,-0.000789041165262
1441698641197750342,-0.000914806150831
1441698641215175244,-0.000853890611324
1441698641238307746,-0.00157879758626
1441698641255994378,-0.001687992597
1441698641268020703,-0.00163732899819
1441698641286830495,-0.0017218478024
1441698641297860207,-0.0016111030709
1441698641323612691,-0.00154851865955
1441698641342480314,0.00567098753527
1441698641359582478,0.194481775165
1441698641376567733,0.38281288743
1441698641389198279,0.498988956213
1441698641401081793,0.652100861073
1441698641414547303,0.724785447121
1441698641434105328,0.84091591835
1441698641450743193,0.930736303329
1441698641466499161,0.999189674854
1441698641482625760,0.999405145645
1441698641497762847,0.9975014925
1441698641515449874,0.99920207262
1441698641533143329,0.999770820141
1441698641552119117,0.999039590359
1441698641568789083,0.998870790005
1441698641580973943,0.999224364758
1441698641597753851,0.998577773571
1441698641614479099,0.998466193676
1441698641634059665,0.999106109142
1441698641654263078,0.998796641827
1441698641670996374,0.998506724834
1441698641687680918,0.999013602734
1441698641702702847,0.998550593853
1441698641719099687,0.998328387737
1441698641732718712,0.999088466167
1441698641751771949,0.998775660992
1441698641772109819,0.999086558819
1441698641786864069,0.999392688274
1441698641805000279,0.998608767986
1441698641823350726,0.999231517315
1441698641839282089,0.998641192913
1441698641852313605,0.999225795269
1441698641868727747,0.99795126915
1441698641883965126,0.998577296734
1441698641901285031,0.998802363873
1441698641916442464,0.999009311199
1441698641931437664,0.998268306255
1441698641949975907,0.999255359173
1441698641967355160,0.998657405376
1441698641984650570,0.999186694622
