-1.75109,-1.72228,-1.81541,-0.044034,1.94392,-2.45987
1.34543,1.7215,1.81377,3.1401,1.94835,-2.46507
1.57213,2.79056,-1.58208,-1.22236,0.538425,2.22269
1.57397,1.70315,1.58318,1.21071,-2.22975,2.20964
1.57407,2.79045,-2.04804,1.21006,-0.539773,0.436039
-1.51538,-1.70356,-1.58346,-1.98139,-2.23386,2.20637
-1.51292,-2.79326,2.03771,-1.99734,-0.480713,0.46876
-1.51269,-2.79326,1.58516,1.99879,0.480871,2.18733
-1.75109,-1.72228,-1.81541,-0.044034,1.94392,-2.45987
1.34543,1.7215,1.81377,3.1401,1.94835,-2.46507
1.57213,2.79056,-1.58208,-1.22236,0.538425,2.22269
1.57397,1.70315,1.58318,1.21071,-2.22975,2.20964
1.57407,2.79045,-2.04804,1.21006,-0.539773,0.436039
-1.51538,-1.70356,-1.58346,-1.98139,-2.23386,2.20637
-1.51292,-2.79326,2.03771,-1.99734,-0.480713,0.46876
-1.51269,-2.79326,1.58516,1.99879,0.480871,2.18733
-1.75109,-1.72228,-1.81541,-0.044034,1.94392,-2.45987
1.34543,1.7215,1.81377,3.1401,1.94835,-2.46507
1.57213,2.79056,-1.58208,-1.22236,0.538425,2.22269
1.57397,1.70315,1.58318,1.21071,-2.22975,2.20964
1.57407,2.79045,-2.04804,1.21006,-0.539773,0.436039
-1.51538,-1.70356,-1.58346,-1.98139,-2.23386,2.20637
-1.51292,-2.79326,2.03771,-1.99734,-0.480713,0.46876
-1.51269,-2.79326,1.58516,1.99879,0.480871,2.18733
-1.75109,-1.72228,-1.81541,-0.044034,1.94392,-2.45987
1.34543,1.7215,1.81377,3.1401,1.94835,-2.46507
1.57213,2.79056,-1.58208,-1.22236,0.538425,2.22269
1.57397,1.70315,1.58318,1.21071,-2.22975,2.20964
1.57407,2.79045,-2.04804,1.21006,-0.539773,0.436039
-1.51538,-1.70356,-1.58346,-1.98139,-2.23386,2.20637
-1.51292,-2.79326,2.03771,-1.99734,-0.480713,0.46876
-1.51269,-2.79326,1.58516,1.99879,0.480871,2.18733
-1.75109,-1.72228,-1.81541,-0.044034,1.94392,-2.45987
1.34543,1.7215,1.81377,3.1401,1.94835,-2.46507
1.57213,2.79056,-1.58208,-1.22236,0.538425,2.22269
1.57397,1.70315,1.58318,1.21071,-2.22975,2.20964
1.57407,2.79045,-2.04804,1.21006,-0.539773,0.436039
-1.51538,-1.70356,-1.58346,-1.98139,-2.23386,2.20637
-1.51292,-2.79326,2.03771,-1.99734,-0.480713,0.46876
-1.51269,-2.79326,1.58516,1.99879,0.480871,2.18733
-1.75109,-1.72228,-1.81541,-0.044034,1.94392,-2.45987
1.34543,1.7215,1.81377,3.1401,1.94835,-2.46507
1.57213,2.79056,-1.58208,-1.22236,0.538425,2.22269
1.57397,1.70315,1.58318,1.21071,-2.22975,2.20964
1.57407,2.79045,-2.04804,1.21006,-0.539773,0.436039
-1.51538,-1.70356,-1.58346,-1.98139,-2.23386,2.20637
-1.51292,-2.79326,2.03771,-1.99734,-0.480713,0.46876
-1.51269,-2.79326,1.58516,1.99879,0.480871,2.18733
-1.75109,-1.72228,-1.81541,-0.044034,1.94392,-2.45987
1.34543,1.7215,1.81377,3.1401,1.94835,-2.46507
1.57213,2.79056,-1.58208,-1.22236,0.538425,2.22269
1.57397,1.70315,1.58318,1.21071,-2.22975,2.20964
1.57407,2.79045,-2.04804,1.21006,-0.539773,0.436039
-1.51538,-1.70356,-1.58346,-1.98139,-2.23386,2.20637
-1.51292,-2.79326,2.03771,-1.99734,-0.480713,0.46876
-1.51269,-2.79326,1.58516,1.99879,0.480871,2.18733
